Contact ID;Master;Recent Conversion;Original Source Drill-Down 2;Original Source Drill-Down 1;Original Source;IP Country;Momento
11289401;Data Science;Máster en Data Science | la era de los Datos | Nuclio digital School: Augmented Analytics - Form Landing;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united kingdom;Concertado
11289201;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Product EN - WEB - English Landing   ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;Trámites e-mail
11289001;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;mexico;Trámites e-mail
11288501;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business/ Entrepreneurship EN - WEB - English Landing  ;entrepreneurship course;dm0520_search_diciembre;Paid Search;papua new guinea;
11288551;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;web marketing;dm0520_search_diciembre;Paid Search;india;Trámites e-mail
11288201;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;portugal;
11288051;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;Trámites e-mail
11287301;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;jordan;Concertado
11286851;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;spain;
11286751;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;business courses;digital product en;Paid Search;jordan;Trámites e-mail
11286601;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business/ Entrepreneurship EN - WEB - English Landing  ;dbe0520_test_noviembre;Facebook;Paid Social;poland;Entrevistado
11286301;Digital Marketing - EN;Meetings Link: jordi-tena;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Trámites e-mail
11285601;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Descarga Catalogo Digital Marketing EN ;Unknown keywords (SSL);Auto-tagged PPC;Paid Search;netherlands;Trámites e-mail
11285001;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;united states;
11284651;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;Contactado Efectivo
11284151;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;mexico;Trámites e-mail
11283601;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;argentina;Trámites e-mail
11281751;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;mexico;Trámites e-mail
11283151;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;malaysia;Trámites e-mail
11283301;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_general_octubre;Facebook;Paid Social;;Trámites e-mail
11282801;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;
11281851;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;saudi arabia;Trámites e-mail
11281051;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;united arab emirates;Contactado Efectivo
11280051;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;Trámites e-mail
11280052;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11279701;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;Trámites e-mail
11276551;;;FacebookMessenger;SOCIAL;Offline Sources;turkey;Contactado Efectivo
11275551;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;master product management;digital product en;Paid Search;pakistan;Trámites e-mail
11275401;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Product EN - WEB - English Landing   ;masters in management;digital product en;Paid Search;pakistan;Trámites e-mail
11275201;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;mexico;Trámites e-mail
11273201;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;Concertado
11273001;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united arab emirates;Entrevistado
11272501;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;france;Trámites e-mail
11271151;Digital Traffic Management;Máster Digital Traffic Management | SEO, SEM, SOCIAL ADS & Analytics: Descarga Catalogo Digital Traffic manager;dtm0120_fases-landing_diciembre;Facebook;Paid Social;spain;Trámites e-mail
11270801;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;poland;Contactado Efectivo
11270651;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;business models;dm0520_search_diciembre;Paid Search;india;
11268801;;;36503;INTEGRATION;Offline Sources;;
11268351;Digital Business Modelling;Entrepreneurship and Digital Business Modelling - Nuclio digital School: Descarga Catalogo Digital Entrepreneurship EN ;dbe0520_test_noviembre;Facebook;Paid Social;jordan;Entrevistado
11268101;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;;nuclio.school/landing-ppc-digital-marketing;Direct Traffic;netherlands;Contactado Efectivo
11267651;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united kingdom;Contactado Efectivo
11266701;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;colombia;Trámites e-mail
11266401;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
10882401;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;;nuclio.school/landing-ppc-full-stack-developer-en;Direct Traffic;brazil;
11265651;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;Contactado Efectivo
11264451;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;saudi arabia;Trámites e-mail
10895051;Digital Product Management - EN;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dbe0520_test_noviembre;Facebook;Paid Social;turkey;Entrevistado
11262651;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Trámites e-mail
11262151;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;online marketing;dm0520_search_diciembre;Paid Search;mexico;Trámites e-mail
11260801;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Trámites e-mail
11260951;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_general_octubre;Facebook;Paid Social;;Contactado Efectivo
11261001;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11259751;Full Stack Development;Facebook Lead Ads: Form FSD - DIC;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11259551;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;business models;dm0520_search_diciembre;Paid Search;tanzania;Trámites e-mail
11259351;Digital Product Management;Máster Digital Product Management - Nuclio digital School: Descarga Catalogo Digital Product Manager;;LinkedIn;Social Media;spain;Trámites e-mail
11259051;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;management courses;digital product en;Paid Search;pakistan;
11258301;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united states;Trámites e-mail
11257701;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Product EN - WEB - English Landing   ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;germany;
11256951;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;austria;
11256051;Digital Product Management;Facebook Lead Ads: Form DPM - DIC;dpm0220_audiencias-smiliares_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11254601;Digital Traffic Management;Máster Digital Traffic Management | SEO, SEM, SOCIAL ADS & Analytics: Descarga Catalogo Digital Traffic manager;c1d25565-f664-4089-9f0a-1734cc1b3a65;Auto-tagged PPC;Paid Search;peru;
11254351;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;Contactado Efectivo
11253851;Full Stack Development;Facebook Lead Ads: Form FSD - DIC;fsd0320_general_octubre;Facebook;Paid Social;poland;Concertado
11253501;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;Contactado Efectivo
11251601;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;
11251501;Digital Business Modelling;Meetings Link: gisela-moreno;dbe0520_test_noviembre;Facebook;Paid Social;turkey;Entrevistado
11250351;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;argentina;Contactado Efectivo
11249751;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Product EN - WEB - English Landing   ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;germany;Entrevistado
11248601;Digital Marketing - EN;Meetings Link: veronica-cignoli;dm0520_general-landing_diciembre;Facebook;Paid Social;united states;Contactado Efectivo
11248451;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;mexico;
11248301;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dm0520_general-landing_diciembre;Facebook;Paid Social;mexico;
11247301;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;digital marketing;dm0520_search_diciembre;Paid Search;mexico;
11246101;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;business management;digital product en;Paid Search;india;
11245201;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;germany;Contactado Efectivo
11245051;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;czech republic;
11244851;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;digital marketing;dm0520_search_diciembre;Paid Search;argentina;Trámites e-mail
11243751;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Product EN - WEB - English Landing   ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;latvia;Contactado Efectivo
11240401;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Descarga Catalogo Digital Marketing EN ;;nuclio.school/online-master-in-digital-marketing;Direct Traffic;italy;Contactado Efectivo
11240001;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Descarga Catalogo Digital Marketing EN ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;czech republic;Contactado Efectivo
11240951;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11237651;Data Science;Máster en Data Science | la era de los Datos | Nuclio digital School: Descarga Catalogo Augmented;;nuclio.school/master-data-science;Direct Traffic;spain;
11236901;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business/ Entrepreneurship EN - WEB - English Landing  ;dbe0520_test_noviembre;Facebook;Paid Social;portugal;Entrevistado
11236651;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;canada;
11234251;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;Contactado Efectivo
11233251;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;germany;
11232301;;;36503;INTEGRATION;Offline Sources;;
11228251;;;36503;INTEGRATION;Offline Sources;;
11226101;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Concertado
11225351;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;latvia;
11224451;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;poland;
11223701;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;ireland;Contactado Efectivo
11223001;;;36503;INTEGRATION;Offline Sources;;
11217651;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dm0520_general-landing_diciembre;Facebook;Paid Social;brazil;
11215003;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;mexico;
11214001;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;
11212401;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;Contactado Efectivo
11212351;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;
11210951;Dirección de Ventas B2B;Landing PPC Máster en Dirección de Ventas B2B - Nuclio digital School: Máster Dirección de Ventas B2B - Landing PPC;marketing de venta;jg - b2b testing;Paid Search;ecuador;
11210401;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dbe0520_test_noviembre;Facebook;Paid Social;brazil;Trámites e-mail
11207901;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_general_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11207651;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;qatar;Entrevistado
11206351;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Product EN - WEB - English Landing   ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;portugal;
11206001;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;portugal;Trámites e-mail
11205601;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;
11201301;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11198001;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;online course in entrepreneurship;dm0520_search_diciembre;Paid Search;turkey;Contactado Efectivo
11197901;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;spain;Contactado Efectivo
11197851;Digital Product Management;It’s the consumer, stupid? - Enric Jove ( CEO Mccann Barcelona) - Nuclio digital School: 30/03/2020 Digital Weeks - Enric Jove;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11191651;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;
11187451;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;romania;Contactado Efectivo
11224901;Digital Traffic Management;Registro de Matrícula programas Nuclio School - Nuclio digital School: Formulario Matriculación Máster;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Matriculado
11179951;Data Science;Landing PPC Máster en Data Science - Nuclio digital School: Descarga Catalogo Augmented;data scientist barcelona;as-digital product- search;Paid Search;colombia;Contactado Efectivo
11179001;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Trámites e-mail
11176951;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;argentina;Concertado
11176101;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;brazil;
11176301;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11172951;Full Stack Development - EN;Meetings Link: veronica-cignoli;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;colombia;Entrevistado
11170001;Full Stack Development;Facebook Lead Ads: Form FSD - DIC;fsd0320_general_octubre;Facebook;Paid Social;;Contactado Efectivo
11168701;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united kingdom;Contactado Efectivo
11169101;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;;
11169151;Digital Product Management;Facebook Lead Ads: Form DPM - DIC;dpm0220_audiencias-smiliares_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11159451;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;Contactado Efectivo
11156101;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11155651;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_general_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11154601;Digital Marketing - EN;Meetings Link: veronica-cignoli;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Entrevistado
11154401;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;
11154451;Digital Product Management - Streaming;Facebook Lead Ads: Enero DPM Form Streaming;dpmesp0220_general-españa_octubre;Facebook;Paid Social;;Contactado Efectivo
11153401;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;portugal;Trámites e-mail
11153101;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;portugal;Contactado Efectivo
11151801;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;;
11151001;Full Stack Development - EN;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Concertado
11149601;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B - Nuclio digital School: Descarga Catalogo b2b;master online product management;as-digital product- search;Paid Search;spain;Contactado Efectivo
11148501;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;portugal;
11145651;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;
11145751;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dm0520_general-landing_diciembre;Facebook;Paid Social;portugal;Trámites e-mail
11145401;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;
11145151;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;bahrain;Contactado Efectivo
11144651;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;digital marketing;dm0520_search_diciembre;Paid Search;turkey;Trámites e-mail
11143551;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;chile;Trámites e-mail
11144551;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;Contactado Efectivo
11142101;Digital Traffic Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11140451;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;estonia;Trámites e-mail
11140601;Digital Product Management;Facebook Lead Ads: Form DPM - DIC;dpm0220_audiencias-smiliares_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11139701;;;FacebookMessenger;SOCIAL;Offline Sources;;
11139601;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;;Trámites e-mail
11139351;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11139201;Data Science;Meetings Link: irene-safer;big data;as-digital product- search;Paid Search;spain;Matrícula enviada
11136601;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;slovakia (slovak republic);Trámites e-mail
11136351;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;;nuclio.school/landing-ppc-digital-marketing;Direct Traffic;kuwait;Trámites e-mail
11135101;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;;nuclio.school/digital-product-management-intensive-master;Direct Traffic;czech republic;
10768551;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Product EN - WEB - English Landing   ;dm0520_general-landing_diciembre;Facebook;Paid Social;czech republic;Contactado Efectivo
11134601;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business/ Entrepreneurship EN - WEB - English Landing  ;dbe0520_test_noviembre;Facebook;Paid Social;brazil;Contactado Efectivo
11134351;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;united arab emirates;
11133601;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Descarga Catalogo Digital Marketing EN ;dbe0520_test_noviembre;Facebook;Paid Social;italy;Trámites e-mail
11133451;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;peru;Trámites e-mail
11132001;Full Stack Development - EN;Meetings Link: gisela-moreno;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;argentina;Trámites e-mail
11132051;Digital Traffic Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;spain;Contactado Efectivo
11131601;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dbe0520_test_noviembre;Facebook;Paid Social;portugal;
11131451;Full Stack Development - EN;Full Stack Developer Bootcamp - Nuclio digital School: Descarga Catalogo Fullstack - EN;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;jordan;
11131101;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Trámites e-mail
11129301;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dbe0520_test_noviembre;Facebook;Paid Social;jordan;Concertado
11119451;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
